ID,Name,Age,Height,Weight,Shot Power,Skill,Mentality,Dribbling,Sprint Speed,Acceleration,Agility,Stamina,Balance,ST
204709,D. Rubio,27,180.34,77.09,74,291,293,69,64,67,73.0,74,75.0,67
204782,S. Yesil,24,180.34,72.11,57,267,224,67,68,76,83.0,57,79.0,63
204785,M. Mandron,25,190.5,82.08,67,266,287,63,59,65,65.0,81,53.0,65
204819,E. Sala,27,187.96,82.99,79,327,357,75,61,56,59.0,92,55.0,79
204838,R. Jiménez,29,187.96,81.18,83,368,388,84,82,73,75.0,86,68.0,84
204841,D. Riascos,33,180.34,73.01,73,302,271,67,79,76,74.0,74,70.0,70
204849,M. Bueno,26,182.88,74.83,65,293,266,64,79,76,78.0,71,63.0,67
204853,J. White,28,193.04,77.09,65,256,248,60,67,63,42.0,68,38.0,64
204895,B. Omrani,26,187.96,92.06,71,324,322,73,73,71,74.0,81,44.0,72
204915,K. Guthrie,27,190.5,69.84,65,268,266,63,67,70,63.0,69,62.0,62
204992,M. Koné,28,175.26,68.93,72,291,274,73,80,81,78.0,67,74.0,69
205078,D. Salazar,28,167.64,68.93,60,212,215,51,66,64,60.0,68,71.0,62
205081,Diego Oliveira,30,177.8,78.0,75,337,323,73,75,73,56.0,73,62.0,73
205175,A. Milik,26,185.42,78.0,86,377,327,76,70,65,66.0,67,63.0,83
205188,R. Alioui,28,185.42,82.08,85,321,280,69,69,66,69.0,63,44.0,72
205255,J. Reid,25,180.34,73.92,64,274,240,61,79,77,71.0,69,65.0,63
205295,H. Soudani,32,182.88,74.83,78,345,338,75,74,72,76.0,61,72.0,73
205334,A. Koura,27,172.72,69.84,58,264,207,58,80,75,73.0,58,85.0,61
205360,K. Roofe,27,177.8,64.85,76,334,330,71,80,77,82.0,65,76.0,73
205425,Luís Leal,33,175.26,69.84,81,330,302,65,69,69,69.0,68,74.0,70
205427,Djaniny,28,190.5,78.0,76,336,315,77,85,80,77.0,82,67.0,77
205431,N. Füllkrug,27,187.96,82.99,79,330,311,70,67,61,60.0,63,52.0,77
205443,S. Benyamina,30,190.5,78.91,66,232,243,61,68,66,63.0,66,65.0,62
205465,M. Pušić,32,187.96,73.92,72,305,305,61,68,59,70.0,75,61.0,65
205478,M. Krmenčík,27,190.5,84.8,69,295,304,70,77,69,70.0,60,47.0,74
205495,A. Lozano,27,185.42,73.92,66,280,285,71,79,77,71.0,68,65.0,71
205559,N. Dicko,27,172.72,73.92,67,297,267,69,84,89,79.0,51,79.0,69
205586,I. Vassell,26,175.26,71.2,64,231,285,60,82,84,74.0,53,71.0,64
205603,M. van Duinen,28,185.42,74.83,67,280,305,64,75,76,66.0,87,62.0,67
205631,C. Insaurralde,28,180.34,72.11,71,293,292,69,77,72,72.0,78,70.0,69
205632,L. Ocampos,25,187.96,83.9,84,385,396,84,83,80,79.0,91,64.0,83
205670,D. Gayle,29,175.26,78.0,76,326,282,71,77,79,83.0,66,81.0,74
205681,K. Luckassen,26,185.42,79.82,68,229,245,56,74,77,67.0,73,70.0,62
205693,S. Haller,26,190.5,82.08,81,305,361,74,74,64,67.0,72,53.0,82
205850,L. Pavoletti,31,187.96,84.8,78,253,299,66,50,54,58.0,54,57.0,75
205855,M. Livaja,26,182.88,83.9,80,322,322,78,76,72,62.0,67,61.0,77
205864,A. Morgan,23,177.8,71.2,61,263,248,61,70,74,78.0,56,78.0,62
205876,F. Diarra,27,177.8,79.82,67,289,259,64,77,74,76.0,60,75.0,66
205887,C. Woodrow,25,182.88,73.92,71,290,280,69,69,70,66.0,74,68.0,71
205892,B. Tashchy,26,193.04,89.79,64,301,273,65,67,68,55.0,68,44.0,67
205955,B. Montenegro,27,180.34,74.83,74,288,263,68,86,88,80.0,58,75.0,72
205963,D. Texeira,28,182.88,68.93,73,295,279,66,68,66,66.0,64,63.0,69
205976,Leo Baptistao,27,180.34,71.2,79,350,301,79,81,75,83.0,77,75.0,78
205985,I. Kiese Thelin,28,187.96,82.08,71,275,327,65,67,49,63.0,77,51.0,71
206031,Jefté,26,187.96,78.91,66,261,268,62,54,53,58.0,62,59.0,67
206104,S. Dursun,28,190.5,79.82,68,305,288,69,67,60,64.0,63,55.0,72
206134,D. Cole,24,185.42,73.01,64,236,226,63,91,89,77.0,68,60.0,66
206141,K. Coulibaly,28,198.12,87.07,74,267,291,66,79,63,40.0,62,33.0,71
206147,M. Antonsson,29,182.88,79.82,66,261,289,64,81,75,70.0,84,61.0,66
206263,T. Hopper,26,185.42,76.19,64,251,264,58,66,60,69.0,75,64.0,65
206408,T. Boyd,29,187.96,82.08,78,227,262,56,47,47,54.0,57,55.0,66
206430,J. Pigott,26,187.96,77.09,64,269,249,62,67,67,75.0,64,65.0,66
206435,A. Giannou,30,185.42,72.11,72,283,282,66,70,62,62.0,71,61.0,70
206467,A. Plea,27,180.34,78.91,84,384,337,79,70,76,79.0,77,78.0,81
206469,T. Fountas,24,170.18,64.85,74,339,329,69,80,89,90.0,64,89.0,74
206518,C. Robinson,25,177.8,74.83,70,311,279,74,83,85,82.0,65,68.0,74
206529,F. Boli,24,180.34,77.09,69,263,254,69,80,81,72.0,69,81.0,69
206534,P. Bamford,26,185.42,71.2,72,327,319,68,73,69,69.0,81,63.0,72
206550,B. Grobler,32,182.88,78.0,67,247,260,71,75,78,66.0,70,70.0,70
206606,P. Hofmann,27,195.58,88.89,83,247,293,59,66,45,46.0,61,34.0,71
206626,M. Ishak,27,182.88,79.82,73,242,281,64,74,67,62.0,69,64.0,71
206630,D. Mattocks,28,177.8,69.84,75,265,260,64,90,89,87.0,72,72.0,68
206655,E. Vargas,30,175.26,81.18,77,353,321,80,74,81,81.0,75,71.0,75
207429,D. Samuel,26,182.88,88.89,61,274,271,70,74,76,64.0,68,60.0,66
207463,L. James,25,182.88,79.82,61,256,269,58,75,74,73.0,68,65.0,61
207499,T. Boere,27,182.88,79.82,76,278,280,61,71,64,62.0,72,62.0,67
207507,L. James,27,187.96,79.82,74,264,254,69,72,69,75.0,71,69.0,72
207516,J. Świerczok,27,177.8,74.83,67,261,274,66,73,74,75.0,63,74.0,69
207562,S. Andersson,28,190.5,86.17,77,263,303,69,64,62,61.0,76,55.0,76
207640,M. Yattara,25,185.42,78.0,73,275,266,67,77,72,70.0,60,69.0,70
207651,Dolly Menga,26,180.34,73.01,66,258,295,69,83,83,75.0,55,71.0,65
207664,C. Bacca,33,180.34,77.09,78,333,323,75,67,69,67.0,59,73.0,77
207677,E. Alfaro,32,172.72,69.84,55,252,275,50,78,73,70.0,51,74.0,64
207715,N. López,26,177.8,74.83,71,339,271,79,75,73,80.0,61,73.0,74
207722,Cristiano,33,182.88,82.99,78,353,338,71,74,76,72.0,75,49.0,72
207732,Roger,29,177.8,73.92,80,297,327,74,77,76,74.0,75,75.0,77
207741,M. Lieder,30,187.96,84.8,68,258,277,65,66,75,74.0,72,69.0,66
207754,K. Mayi,26,182.88,76.19,61,256,248,70,78,77,79.0,63,71.0,67
207768,L. Caballero,30,175.26,73.92,62,279,279,64,45,42,55.0,34,39.0,62
207791,Y. Poulsen,26,193.04,83.9,73,315,342,75,82,80,73.0,86,54.0,79
207828,C. Stockton,26,185.42,74.83,64,221,235,52,63,62,62.0,62,68.0,62
207835,Ademilson,26,175.26,73.92,70,300,293,69,93,90,87.0,80,67.0,72
207858,D. Dwyer,29,175.26,78.91,77,298,288,66,73,69,75.0,75,72.0,68
207877,J. Martínez,27,170.18,68.93,84,335,308,76,90,87,91.0,72,92.0,82
207950,A. Azeez,26,182.88,79.82,53,210,213,53,82,89,76.0,61,59.0,56
208017,I. Santini,31,190.5,89.79,80,272,338,59,38,47,41.0,80,42.0,71
208022,I. Ezekiel,26,177.8,69.84,69,288,263,67,72,75,82.0,58,74.0,67
208054,L. Fernández,28,177.8,69.84,80,319,336,73,79,79,78.0,78,68.0,74
208093,Gerard Moreno,28,180.34,77.09,81,373,339,81,77,75,74.0,76,68.0,83
208103,A. Rozzi,23,180.34,73.92,66,311,257,65,68,75,70.0,66,67.0,65
208120,K. Przybyłko,27,193.04,87.07,71,286,256,65,71,64,62.0,75,52.0,71
208129,S. Novothny,26,185.42,83.9,66,217,262,49,54,34,51.0,55,63.0,64
208153,L. Veldwijk,27,195.58,94.78,78,237,263,63,60,46,45.0,54,32.0,68
208157,Juanto Ortuño,28,177.8,72.11,74,297,242,70,72,69,73.0,72,65.0,67
208158,F. Andrada,26,180.34,76.19,77,314,266,63,75,72,71.0,66,65.0,69
208159,M. Frey,25,187.96,86.17,75,284,307,62,63,62,60.0,73,49.0,72
208251,S. Longo,28,185.42,78.0,69,277,299,67,72,72,72.0,64,64.0,68
208306,M. Stępiński,25,182.88,72.11,71,280,298,71,67,71,76.0,62,71.0,73
208339,O. Niasse,29,182.88,74.83,76,276,298,70,69,75,68.0,67,67.0,72
208374,A. Wooten,30,185.42,84.8,72,299,301,68,70,72,70.0,61,64.0,70
208387,H. Gnohéré,32,182.88,93.87,75,305,308,66,68,64,58.0,71,59.0,71
208451,R. Quaison,26,182.88,77.09,77,356,312,80,74,77,75.0,78,75.0,77
208498,M. Dabbur,28,182.88,76.19,76,362,286,78,66,74,77.0,75,73.0,79
208505,R. Zozulya,30,180.34,74.83,74,265,317,61,76,77,70.0,79,70.0,70
208559,K. Thomas,23,177.8,76.19,59,225,243,56,78,68,58.0,54,64.0,62
208596,A. Belotti,26,180.34,72.11,81,315,337,78,76,76,78.0,80,75.0,83
208622,Rubén Sobrino,28,185.42,73.01,79,330,296,73,79,78,73.0,64,63.0,75
208626,A. Said,27,180.34,69.84,73,261,269,66,71,69,69.0,55,69.0,68
208651,M. Beck,26,195.58,79.82,62,233,263,53,60,55,57.0,68,48.0,59
208668,D. Henen,24,185.42,79.82,76,307,247,73,77,72,76.0,57,65.0,69
208675,T. Watt,26,182.88,76.19,71,274,276,69,74,72,68.0,65,72.0,68
208830,J. Vardy,33,177.8,73.92,87,330,385,77,87,90,72.0,79,75.0,86
208916,M. Al Sahlawi,33,177.8,73.92,67,286,285,60,59,51,67.0,66,66.0,64
208989,F. Ladapo,27,182.88,78.91,66,248,248,64,82,79,71.0,71,64.0,68
209062,P. Frick,28,182.88,81.18,64,260,309,55,71,75,73.0,70,70.0,66
209162,J. Correa,26,185.42,79.82,68,271,264,62,66,75,56.0,57,51.0,67
209269,F. Adarabioyo,22,190.5,83.9,61,270,270,55,73,69,54.0,79,60.0,62
209274,D. Rowe,30,182.88,79.82,67,282,267,57,66,62,60.0,69,58.0,62
209287,J. Dongou Tsafack,23,175.26,69.84,72,248,227,68,87,85,90.0,69,79.0,66
209430,R. Ripart,27,180.34,73.01,77,329,336,71,73,68,66.0,84,65.0,72
209453,A. Frączczak,32,182.88,78.91,65,311,344,63,71,71,71.0,80,68.0,66
209462,R. Bingham,25,180.34,74.83,62,243,222,61,80,83,69.0,34,65.0,62
209484,H. Sacko,26,182.88,82.08,76,296,271,72,88,89,80.0,62,52.0,69
209504,B. Hrgota,27,185.42,76.19,75,324,259,73,68,75,71.0,76,67.0,70
209519,G. Laborde,26,180.34,78.0,78,334,309,76,71,69,71.0,81,63.0,78
209600,D. Gravenberch,26,185.42,79.82,76,255,305,60,74,65,52.0,45,82.0,65
209613,P. Iemmello,28,177.8,73.92,68,313,258,67,81,77,75.0,80,73.0,70
209709,B. Edomwonyi,25,185.42,78.0,63,255,251,69,84,87,72.0,79,61.0,68
209723,M. Britos,31,170.18,60.77,71,330,317,70,85,90,90.0,82,87.0,71
209827,J. Fernandes,30,182.88,78.0,75,344,311,78,79,77,78.0,74,62.0,75
209973,J. Nsame,27,187.96,87.98,79,289,296,71,78,81,72.0,77,64.0,79
210042,J. Wurtz,28,182.88,76.19,71,270,336,63,68,71,68.0,68,67.0,66
210149,M. Majrashi,29,180.34,72.11,64,230,211,63,65,68,65.0,71,48.0,60
210171,F. Malbašić,27,182.88,78.91,72,324,280,71,88,79,78.0,68,69.0,69
210209,M. Asiri,33,185.42,77.09,66,285,259,61,47,61,64.0,45,63.0,64
210215,Alex Rubio,19,193.04,78.0,52,200,233,53,69,63,54.0,53,62.0,58
210259,A. Hassan,27,190.5,78.0,80,291,320,68,58,56,53.0,50,39.0,72
210287,J. Córdoba,27,187.96,84.8,88,315,349,75,78,79,67.0,76,77.0,79
210314,I. Azemi,25,190.5,89.79,69,252,249,57,55,53,49.0,34,40.0,64
210315,De Tomás,25,180.34,72.11,81,341,292,76,74,72,77.0,65,74.0,80
210330,A. Addai,26,170.18,73.92,57,229,227,58,81,86,80.0,63,83.0,60
210380,D. Diamantakos,26,182.88,81.18,76,292,278,68,83,74,74.0,74,74.0,70
210404,S. Doukara,28,185.42,84.8,74,314,268,73,70,63,44.0,69,47.0,71
210441,Fran Sol,28,180.34,77.09,79,307,288,63,68,67,68.0,69,65.0,73
210494,M. Schmerböck,26,180.34,73.01,67,291,259,68,75,77,80.0,68,70.0,68
210521,S. Çikalleshi,29,185.42,79.82,75,283,255,62,68,67,37.0,69,38.0,67
210556,Lucas João,26,193.04,79.82,78,280,259,74,73,64,65.0,64,43.0,72
210639,J. Morias,24,172.72,87.98,68,218,241,64,74,73,64.0,65,86.0,63
210703,L. Đorđević,25,185.42,73.92,60,322,251,71,79,77,75.0,66,58.0,72
210722,Júlio Tavares,31,187.96,82.99,74,283,318,69,50,62,66.0,72,45.0,73
210798,A. Kamara,26,180.34,73.01,73,254,271,63,75,79,63.0,64,68.0,68
210947,N. Karelis,27,172.72,69.84,73,316,297,70,73,74,73.0,55,85.0,70
211048,O. Kayode,27,175.26,64.85,69,304,296,70,87,86,88.0,76,82.0,73
211068,K. Kodro,26,190.5,79.82,72,278,285,67,60,51,50.0,63,55.0,69
211095,N. Brock-Madsen,27,190.5,87.98,64,239,256,56,64,55,54.0,71,42.0,64
211143,J. Ironside,26,182.88,74.83,59,222,272,52,65,69,54.0,67,68.0,61
211173,S. Al Shehri,26,182.88,77.09,66,248,248,61,64,62,67.0,62,48.0,68
211211,Caye Quintana,26,180.34,73.92,60,248,291,67,77,75,73.0,55,71.0,70
211300,A. Martial,24,182.88,76.19,83,377,338,89,90,88,83.0,77,79.0,86
211302,G. Lapadula,30,177.8,68.93,70,315,304,72,72,72,78.0,63,78.0,71
211321,M. Konaté,27,182.88,78.0,73,278,266,71,80,68,71.0,66,69.0,71
211378,J. Irvine,27,187.96,69.84,75,321,341,68,55,64,62.0,81,58.0,72
211453,M. Mohsen,31,185.42,81.18,69,262,298,67,65,62,58.0,67,58.0,65
211461,Luiz Phellype,26,187.96,82.99,85,314,324,71,55,55,58.0,73,46.0,75
211463,C. Lavery,27,180.34,76.19,64,291,275,62,76,74,73.0,71,70.0,64
211591,M. Dembélé,23,182.88,73.92,82,310,326,75,84,78,74.0,85,68.0,83
211598,M. Arteaga,26,185.42,78.0,61,255,218,62,52,55,63.0,66,61.0,63
211618,D. Starkl,26,175.26,69.84,65,283,266,66,71,81,76.0,48,76.0,64
211663,J. Blyth,26,190.5,77.09,62,212,251,49,50,50,59.0,55,61.0,57
211732,T. Thiele,28,187.96,83.9,68,259,228,61,85,72,63.0,75,59.0,64
211783,Bruno Mendes,25,182.88,77.09,71,303,256,65,69,60,73.0,71,53.0,71
211784,N. Maupay,23,170.18,68.93,78,323,334,68,77,78,76.0,74,79.0,79
211806,N. Hebisch,30,190.5,82.08,61,216,233,50,64,61,51.0,59,56.0,60
211845,N. Quaschner,25,182.88,81.18,71,282,271,62,79,79,66.0,58,66.0,65
211848,B. Zolinski,28,180.34,78.0,75,301,313,66,70,77,69.0,94,69.0,68
211862,A. Hahn,29,185.42,78.91,81,302,330,66,63,69,61.0,87,61.0,72
211891,A. Voglsammer,28,177.8,81.18,80,317,325,68,84,75,65.0,66,76.0,73
211899,F. Niederlechner,29,187.96,86.17,84,312,331,75,81,74,67.0,82,66.0,78
211935,R. Nagai,29,180.34,73.01,59,295,239,63,83,82,71.0,75,64.0,64
212023,R. Berić,29,187.96,82.08,73,327,326,69,58,61,58.0,69,53.0,75
212075,A. Nabbout,27,177.8,82.99,68,288,268,65,75,70,72.0,70,76.0,65
212107,A. Jahović,33,190.5,89.79,77,257,283,69,69,68,56.0,56,47.0,73
212158,O. Osawe,26,180.34,78.91,65,231,233,62,88,85,73.0,71,67.0,66
212174,D. Moyo,25,182.88,68.93,62,206,239,56,78,76,77.0,79,73.0,62
212188,T. Werner,24,180.34,76.19,85,352,331,84,89,93,83.0,83,76.0,87
212210,R. Živković,22,187.96,77.09,74,281,247,69,88,78,74.0,71,64.0,69
212228,I. Toney,24,187.96,69.84,67,303,318,68,77,78,83.0,73,69.0,71
212232,J. Maclaren,26,177.8,76.19,69,315,338,69,78,83,84.0,80,77.0,74
212240,K. Karaman,26,187.96,82.99,74,289,279,79,72,70,73.0,69,67.0,75
212248,F. Lohkemper,25,177.8,76.19,68,276,245,70,84,79,71.0,67,74.0,68
212260,Hwang Ui Jo,27,185.42,78.0,74,334,310,74,77,78,76.0,78,63.0,73
212350,L. Diony,27,182.88,82.08,80,290,298,71,74,69,64.0,64,72.0,73
212382,P. Onuachu,26,200.66,92.97,67,297,319,72,73,64,46.0,74,31.0,74
212409,A. Rentería,26,177.8,78.91,74,328,248,73,82,76,78.0,69,67.0,69
212428,A. Niane,27,182.88,69.84,70,270,253,68,69,70,73.0,64,70.0,69
212478,G. Zardes,28,185.42,84.8,77,272,305,70,87,80,76.0,88,52.0,72
212601,C. Malele,26,182.88,87.07,67,233,253,59,68,72,66.0,60,61.0,62
212612,V. Grubeck,25,182.88,74.83,63,260,245,60,68,63,58.0,60,59.0,64
212618,F. Aristeguieta,28,187.96,83.9,69,301,296,66,55,49,67.0,78,38.0,72
212623,Santi Mina,24,180.34,77.09,77,342,340,76,78,74,75.0,74,72.0,78
212626,D. Selke,25,193.04,83.9,76,279,308,71,74,68,65.0,74,63.0,75
212683,J. Matt,30,193.04,92.06,60,238,249,54,53,54,56.0,64,51.0,60
212716,R. Finley,23,182.88,79.82,71,244,272,59,76,77,65.0,64,58.0,62
212750,E. Hurtado,29,177.8,82.99,67,276,276,56,84,84,73.0,53,74.0,63
212785,Vinícius Araújo,24,175.26,76.19,71,282,285,69,73,72,69.0,50,77.0,69
212790,J. Thiaré,27,180.34,68.03,67,265,241,67,82,79,82.0,72,76.0,68
212812,K. Kinoshita,25,182.88,84.8,61,250,255,61,64,60,63.0,68,57.0,63
212817,Lee Jeong Hyeop,29,185.42,76.19,68,236,296,62,66,62,71.0,79,75.0,68
212878,N. Castillo,27,177.8,81.18,81,340,328,68,65,67,61.0,60,65.0,73
212879,S. Michel,29,177.8,78.91,76,316,283,69,75,78,74.0,76,73.0,69
212909,M. Seaton,24,182.88,78.91,58,223,217,58,85,82,74.0,55,65.0,62
212910,A. Gnanduillet,27,193.04,92.97,75,275,273,63,73,70,68.0,69,38.0,68
212933,L. Depoitre,31,190.5,91.15,82,263,319,66,65,45,33.0,75,37.0,75
212940,A. Anani,25,177.8,68.03,64,246,244,58,68,73,58.0,64,73.0,66
212943,M. Caballero,24,175.26,72.11,69,265,256,64,67,73,68.0,49,72.0,71
212976,T. Abe,31,170.18,72.11,63,299,293,66,52,53,73.0,69,83.0,64
212992,J. Böðvarsson,28,190.5,84.8,65,318,267,67,75,63,62.0,78,56.0,68
212994,R. Healey,25,180.34,72.11,64,265,225,64,74,78,76.0,66,72.0,66
213061,M. Kanazaki,31,180.34,69.84,70,308,319,67,76,80,82.0,77,65.0,69
213095,L. Cavallini,27,182.88,88.89,76,282,302,75,73,76,62.0,72,67.0,73
213107,G. Țucudean,28,185.42,84.8,76,273,300,64,51,58,68.0,66,50.0,71
213120,C. Wilkinson,25,190.5,77.09,72,269,256,64,73,67,72.0,66,61.0,63
213135,D. Origi,25,187.96,74.83,81,309,309,78,85,78,71.0,70,66.0,79
213152,C. Morris,24,185.42,84.8,65,246,284,61,75,72,66.0,63,60.0,66
213305,R. Šimović,29,198.12,92.97,70,288,255,59,60,53,48.0,42,32.0,64
213322,L. Doucouré,29,195.58,78.91,68,277,253,70,72,58,37.0,75,36.0,65
213380,K. Fatai,30,185.42,73.92,70,311,275,70,82,84,75.0,62,73.0,67
213417,S. Coulthirst,22,180.34,77.09,62,249,211,61,78,78,74.0,60,64.0,63
213418,C. Akpom,24,185.42,81.18,75,267,271,71,85,83,78.0,75,63.0,75
213432,F. Ferreyra,28,185.42,76.19,75,293,293,74,66,64,75.0,69,67.0,75
213482,N. Kacharava,26,198.12,87.98,60,243,267,71,65,53,40.0,63,36.0,69
213491,A. Jahn,29,190.5,91.15,64,234,288,60,52,40,55.0,71,62.0,64
213553,M. Ferrier,25,182.88,74.83,62,269,259,63,84,86,76.0,75,72.0,64
213620,F. Mora,26,175.26,72.11,75,303,261,72,77,84,75.0,71,69.0,74
213634,M. Bonne,24,180.34,76.19,66,258,273,62,69,74,68.0,66,69.0,67
213642,J. Wilson,24,182.88,73.01,65,277,245,61,73,72,69.0,61,71.0,65
213699,A. Fletcher,24,187.96,78.0,75,238,256,68,77,71,75.0,65,56.0,72
213743,Tiago Caeiro,34,193.04,83.9,80,225,278,57,30,32,49.0,30,39.0,65
213761,A. Hamdallah,29,177.8,81.18,79,357,310,74,76,77,78.0,87,70.0,79
213815,M. Uhre,25,187.96,86.17,65,250,260,64,89,84,73.0,68,62.0,68
213829,A. Cerri,24,193.04,91.15,75,284,246,68,60,50,57.0,63,63.0,73
213839,B. Guillaume,25,190.5,86.17,71,255,248,69,49,63,68.0,61,56.0,70
213871,K. Junker,26,185.42,73.01,68,255,273,65,86,80,71.0,68,72.0,71
213900,R. Seager,22,175.26,74.83,63,265,224,61,74,72,72.0,66,73.0,62
213905,S. Gallagher,24,193.04,74.83,76,270,293,67,73,66,59.0,71,52.0,70
213949,K. Wriedt,25,187.96,82.08,73,290,288,69,75,73,68.0,65,65.0,72
213955,S. Azmoun,22,185.42,78.91,73,326,293,73,79,79,77.0,65,76.0,76
213997,O. Berrio,25,182.88,73.01,73,275,296,69,89,87,71.0,71,67.0,72
214048,Douglas Coutinho,22,182.88,71.2,69,314,273,75,91,78,84.0,67,74.0,71
214096,T. Kleindienst,24,193.04,86.17,78,272,278,69,77,64,53.0,84,47.0,74
214206,G. Cano,31,175.26,73.01,82,334,315,73,73,63,75.0,72,68.0,78
214350,M. Rangel,29,185.42,79.82,78,310,313,66,65,53,70.0,74,53.0,75
214562,L. Castro,31,182.88,79.82,70,264,263,65,68,68,63.0,67,63.0,71
214615,J. Duque,33,182.88,78.91,76,271,291,66,68,65,66.0,68,63.0,67
214642,J. Astier,21,182.88,74.83,51,213,189,51,70,66,68.0,51,65.0,50
214723,B. Rodríguez,31,190.5,91.15,80,279,282,55,59,53,59.0,38,40.0,68
214781,S. Romero,31,177.8,76.19,82,331,302,74,69,74,77.0,71,72.0,77
214835,R. Fernández,29,185.42,79.82,72,305,282,68,67,69,75.0,71,55.0,69
214876,J. Marriott,25,172.72,71.2,70,245,269,62,80,87,82.0,77,83.0,71
214895,J. Wróbel,26,177.8,73.92,58,258,254,55,66,73,62.0,56,70.0,59
214896,P. Mullin,25,177.8,71.2,69,290,248,61,65,55,67.0,55,67.0,63
214922,A. Ramos,27,167.64,69.84,65,279,263,69,91,90,91.0,66,88.0,69
214965,C. Riaño,31,177.8,74.83,73,291,260,68,72,75,72.0,70,72.0,70
215026,P. Magnín,30,177.8,74.83,70,268,230,72,54,62,57.0,39,69.0,61
215061,D. Benedetto,30,177.8,79.82,84,351,335,75,78,75,72.0,72,71.0,79
215064,J. Furch,30,187.96,87.98,78,308,312,68,52,54,53.0,73,50.0,75
215088,E. Dieseruvwe,25,195.58,83.9,61,231,248,55,75,69,56.0,69,50.0,62
215186,J. Copete,31,187.96,78.0,75,296,290,75,86,84,82.0,72,50.0,72
215195,S. Svendsen,22,172.72,67.12,66,308,289,68,81,84,83.0,77,89.0,70
215204,B. Goodship,25,180.34,71.2,56,228,222,59,74,72,77.0,67,73.0,61
215206,H. Altolaguirre,22,182.88,78.0,62,246,210,58,71,67,75.0,71,63.0,59
215245,A. Hunou,26,177.8,69.84,74,347,343,76,72,71,74.0,75,74.0,77
215247,M. Ingvartsen,24,185.42,83.9,76,304,264,64,55,66,66.0,82,72.0,71
215292,M. Cauteruccio,33,180.34,76.19,74,335,304,68,68,60,68.0,64,65.0,68
215309,L. Albertengo,29,185.42,74.83,66,291,295,66,68,64,65.0,72,63.0,67
215323,A. Sowe,24,190.5,83.9,72,266,240,62,76,66,66.0,68,51.0,68
215333,D. Zapata,29,187.96,87.98,86,317,307,79,78,72,67.0,72,60.0,83
215334,G. Carrillo,29,190.5,87.07,76,285,318,71,59,43,64.0,67,56.0,73
215353,L. Alario,27,182.88,78.0,76,290,318,74,60,66,69.0,68,71.0,78
215365,L. Forte,24,175.26,63.94,50,231,217,60,79,81,74.0,61,71.0,60
215374,S. Hogan,28,180.34,63.94,67,280,265,69,82,85,71.0,65,67.0,69
215384,A. Keita,28,182.88,78.0,67,246,255,64,86,74,68.0,51,65.0,66
215420,R. Muirhead,21,187.96,74.83,75,262,225,63,63,58,60.0,60,68.0,62
215421,Deyverson,29,187.96,77.09,74,268,314,70,74,70,70.0,68,49.0,74
215424,C. Ferguson,20,177.8,63.94,49,200,210,46,54,55,70.0,52,80.0,52
215441,S. Guirassy,24,187.96,82.08,73,328,318,74,70,67,68.0,63,63.0,76
215462,C. Bunino,20,185.42,78.0,59,238,228,64,68,64,59.0,55,65.0,63
215487,G. Engvall,24,182.88,84.8,74,286,279,69,74,66,63.0,74,59.0,71
215553,Henrique Dourado,30,185.42,79.82,74,278,343,63,68,67,73.0,77,63.0,73
215557,Denilson,24,187.96,73.92,66,293,288,72,80,76,77.0,75,57.0,69
215598,S. Tarashaj,25,175.26,82.08,65,276,280,64,67,72,68.0,55,79.0,65
215615,Maikel Mesa,29,187.96,78.91,70,309,320,64,71,70,72.0,72,68.0,65
215689,A. Petagna,25,190.5,84.8,80,326,318,78,66,54,57.0,76,71.0,78
215692,G. Bobál,24,187.96,83.9,59,234,237,58,70,69,68.0,67,55.0,65
215716,A. Mitrović,25,187.96,89.79,82,280,326,67,69,60,67.0,69,63.0,79
215751,G. Monachello,26,182.88,78.91,72,265,245,67,55,49,64.0,70,54.0,69
215798,M. Cornet,23,177.8,68.93,80,336,337,73,88,85,82.0,90,75.0,77
215817,D. Islamović,26,190.5,87.07,78,301,279,61,60,65,61.0,71,59.0,69
215864,J. Dodoo,24,182.88,69.84,71,259,223,68,81,78,71.0,70,60.0,67
215927,R. Emond,28,185.42,73.01,70,287,301,60,65,54,65.0,71,61.0,71
215965,C. Strandberg,24,187.96,89.79,78,247,259,63,86,73,41.0,66,50.0,72
215982,M. Mancosu,34,182.88,77.09,69,259,263,59,68,70,64.0,50,66.0,64
216052,F. Coniglio,28,185.42,83.9,63,245,248,60,50,46,64.0,54,51.0,63
216155,H. Cornick,25,180.34,83.9,66,274,259,71,87,85,70.0,74,68.0,71
216201,Iñaki Williams,26,185.42,78.91,85,352,318,81,94,93,77.0,83,64.0,83
216218,L. Shankland,24,185.42,79.82,62,282,290,64,71,74,72.0,72,68.0,68
216227,K. Jackson,26,180.34,73.01,65,238,247,63,91,90,73.0,63,51.0,68
216251,S. Hendriks,21,180.34,77.09,70,251,234,66,70,66,66.0,63,62.0,66
216265,U. Ikpeazu,25,190.5,78.0,75,243,275,61,65,63,58.0,69,62.0,66
216322,J. Hiwula,24,177.8,76.19,59,246,235,61,82,80,86.0,64,74.0,64
216334,P. Gerkens,25,177.8,67.12,71,312,320,66,58,55,68.0,76,74.0,72
216354,A. Kramarić,29,177.8,73.01,83,377,341,86,67,76,83.0,76,84.0,82
216377,S. Kutschke,31,193.04,94.78,73,206,293,51,50,52,45.0,69,35.0,66
